"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045786","negative regulation of cell cycle","35/263","382/18842",0.0916230366492147,6.56411124161408,13.0716472312762,8.21349899298417e-19,3.41423879708362e-17,3.09206952257076e-17,"NDC80/KNTC1/ZWINT/ORC1/E2F1/RAD51/BIRC5/TTK/FBXO5/TRIP13/AURKB/CDC45/NUF2/CDK1/PKMYT1/CCNB1/SPC24/PLK1/NEK2/CENPF/CDC20/CDC6/BRCA2/CHEK1/BUB1/CDCA8/SKA1/KNL1/SPC25/DTL/GMNN/SKA3/CCNF/CDT1/CLSPN",35
"GO:2001251","negative regulation of chromosome organization","21/263","105/18842",0.2,14.3285171102662,16.294653757352,1.10758054311785e-18,4.51552067578815e-17,4.08943389433364e-17,"NDC80/KNTC1/ZWINT/BIRC5/TTK/FBXO5/TRIP13/AURKB/NUF2/CCNB1/SPC24/PLK1/CENPF/CDC20/BUB1/CDCA8/PIF1/SKA1/KNL1/SPC25/SKA3",21
"GO:0045930","negative regulation of mitotic cell cycle","28/263","237/18842",0.118143459915612,8.46410293433444,13.7580105279251,3.97164785368475e-18,1.5886591414739e-16,1.43875247311372e-16,"NDC80/KNTC1/ZWINT/ORC1/BIRC5/TTK/FBXO5/TRIP13/AURKB/NUF2/CDK1/PKMYT1/CCNB1/SPC24/PLK1/CENPF/CDC20/CDC6/CHEK1/BUB1/CDCA8/SKA1/KNL1/SPC25/DTL/GMNN/SKA3/CLSPN",28
"GO:0002443","leukocyte mediated immunity","35/263","429/18842",0.0815850815850816,5.84496618717151,12.0774653909489,3.24461947846101e-17,1.27381357302544e-15,1.15361588941971e-15,"IGLC3/IGHV4-59/KIR2DL4/IGHV3-7/IGHV3-53/IGHV1-58/IGHA1/IGHV3-20/IGHV2-5/IGHV6-1/IGHV3-73/SLAMF7/IGHV4-34/IGHV4-61/IGHV2-70/IGHV3-15/IGHV3-49/IGKC/IGLC2/IGHA2/IGHG1/IGHV3-66/IGHV3-11/IGHV1-18/IGHV3-30/IGHV3-33/IGHG3/IGHV3-21/IGHV4-28/IGHV3-23/IGHV1-24/IGHV5-51/IGHV3-64/C1QC/IGHV4-39",35
"GO:0007051","spindle organization","25/263","195/18842",0.128205128205128,9.18494686555523,13.6693343483863,3.73624159790744e-17,1.44015130682978e-15,1.30425791176133e-15,"NDC80/BIRC5/TTK/AURKB/TUBG1/NUF2/KIF15/CCNB1/DLGAP5/PLK1/NEK2/KIFC1/AURKA/TPX2/CDCA8/KIF11/SKA1/STMN1/SPC25/KIF4A/ASPM/SPAG5/SKA3/UHRF1/STIL",25
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","22/263","160/18842",0.1375,9.85085551330798,13.3768001963334,6.95052216617243e-16,2.63126910576528e-14,2.38298124154893e-14,"NDC80/BIRC5/TTK/AURKB/TUBG1/NUF2/KIF15/CDK1/CCNB1/DLGAP5/PLK1/KIFC1/AURKA/TPX2/CDCA8/KIF11/STMN1/SPC25/KIF4A/CENPA/UHRF1/STIL",22
"GO:0007052","mitotic spindle organization","20/263","134/18842",0.149253731343284,10.6929232166165,13.3971423724481,2.97727662207615e-15,1.10733797171955e-13,1.00284900882271e-13,"NDC80/BIRC5/TTK/AURKB/TUBG1/NUF2/KIF15/CCNB1/DLGAP5/PLK1/KIFC1/AURKA/TPX2/CDCA8/KIF11/STMN1/SPC25/KIF4A/UHRF1/STIL",20
"GO:0044839","cell cycle G2/M phase transition","20/263","146/18842",0.136986301369863,9.8140528152508,12.7202723045273,1.62189486775327e-14,5.89756535863609e-13,5.34106815211178e-13,"NDC80/CDC25A/ORC1/BIRC5/FBXO5/AURKB/CCNA2/CDK1/PKMYT1/CCNB1/PLK1/NEK2/CENPF/AURKA/CDC6/CHEK1/MELK/FOXM1/DTL/CLSPN",20
"GO:0090068","positive regulation of cell cycle process","25/263","252/18842",0.0992063492063492,7.10739936025107,11.6127633644673,1.64130356679023e-14,5.89756535863609e-13,5.34106815211178e-13,"NDC80/UBE2C/FEN1/RRM2/CDC25A/NCAPG/BIRC5/FBXO5/AURKB/CDK1/CCNB1/DLGAP5/PLK1/NCAPH/CDC20/AURKA/CDC6/BUB1/CDCA8/SKA1/KNL1/DTL/SPAG5/SKA3/STIL",25
"GO:0000086","G2/M transition of mitotic cell cycle","19/263","131/18842",0.145038167938931,10.3909093547732,12.8325651751623,2.57360449862716e-14,9.09340256181597e-13,8.23534456402857e-13,"CDC25A/ORC1/BIRC5/FBXO5/AURKB/CCNA2/CDK1/PKMYT1/CCNB1/PLK1/NEK2/CENPF/AURKA/CDC6/CHEK1/MELK/FOXM1/DTL/CLSPN",19
"GO:0006260","DNA replication","27/263","313/18842",0.0862619808306709,6.1800313414886,10.9950509760218,4.37268204223704e-14,1.51968621795779e-12,1.37628786903596e-12,"FEN1/MCM10/RMI2/CDC25A/ORC1/RAD51/GINS2/RECQL4/FBXO5/TK1/FAM111B/ADRA2A/CCNA2/CDC45/MCM6/PCLAF/CDK1/ESCO2/POLQ/CDC6/BRCA2/CHEK1/MCM2/DTL/GMNN/TYMS/CDT1",27
"GO:1905820","positive regulation of chromosome separation","11/263","31/18842",0.354838709677419,25.4215626149883,16.1907525645417,2.10330029614176e-13,7.19193004487184e-12,6.51329594145683e-12,"UBE2C/NCAPG/BIRC5/AURKB/DLGAP5/PLK1/NCAPH/CDC20/CDCA8/SKA1/SKA3",11
"GO:0045787","positive regulation of cell cycle","26/263","312/18842",0.0833333333333333,5.9702154626109,10.5325489248995,2.96743685198386e-13,9.98566051778696e-12,9.04340861458233e-12,"NDC80/UBE2C/FEN1/RRM2/CDC25A/NCAPG/BIRC5/FBXO5/AURKB/CDK1/CCNB1/DLGAP5/PLK1/NCAPH/CDC20/AURKA/CDC6/CHEK1/BUB1/CDCA8/SKA1/KNL1/DTL/SPAG5/SKA3/STIL",26
"GO:0007080","mitotic metaphase chromosome alignment","14/263","70/18842",0.2,14.3285171102662,13.2921202859837,7.25972830085499e-13,2.40478499965821e-11,2.17786828857138e-11,"NDC80/BIRC5/KIF2C/TTK/AURKB/NUF2/CDK1/CCNB1/KIFC1/CDCA8/SKA1/CENPA/SKA3/CDT1",14
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","10/263","26/18842",0.384615384615385,27.5548405966657,16.1207559103571,1.03273270203031e-12,3.3682974281604e-11,3.05046320411583e-11,"NDC80/BIRC5/KIF2C/AURKB/NUF2/CDK1/CDCA8/SKA1/SKA3/CDT1",10
"GO:1901992","positive regulation of mitotic cell cycle phase transition","15/263","91/18842",0.164835164835165,11.809217398571,12.2976297246692,2.12378778913355e-12,6.82186380751988e-11,6.17814933869845e-11,"UBE2C/RRM2/CDC25A/BIRC5/FBXO5/CDK1/CCNB1/DLGAP5/PLK1/CDC20/CDC6/SKA1/DTL/SKA3/STIL",15
"GO:0051984","positive regulation of chromosome segregation","10/263","28/18842",0.357142857142857,25.5866376969039,15.4901730339623,2.48957152125413e-12,7.87745018665487e-11,7.13413006100532e-11,"NCAPG/BIRC5/AURKB/CDK1/CCNB1/NCAPH/CDC6/CDCA8/SKA1/SKA3",10
"GO:1901970","positive regulation of mitotic sister chromatid separation","9/263","22/18842",0.409090909090909,29.3083304528171,15.8064546325398,7.44724895787142e-12,2.31227335857797e-10,2.09408609205027e-10,"UBE2C/BIRC5/AURKB/DLGAP5/PLK1/CDC20/CDCA8/SKA1/SKA3",9
"GO:0045931","positive regulation of mitotic cell cycle","16/263","117/18842",0.136752136752137,9.79727665659225,11.3566162076618,7.525795365183e-12,2.31227335857797e-10,2.09408609205027e-10,"UBE2C/RRM2/CDC25A/BIRC5/FBXO5/CDK1/CCNB1/DLGAP5/PLK1/CDC20/AURKA/CDC6/SKA1/DTL/SKA3/STIL",16
"GO:0051321","meiotic cell cycle","23/263","281/18842",0.0818505338078292,5.8639838707495,9.77379627536894,1.07095305453748e-11,3.24345782231351e-10,2.93740352569537e-10,"NDC80/CDC25A/ZWINT/RAD51/TTK/FBXO5/TRIP13/TUBG1/NUF2/PKMYT1/RAD54L/NEK2/NCAPH/CDC20/AURKA/BRCA2/TOP2A/SKA1/KNL1/MKI67/ASPM/CDCA2/SKA3",23
"GO:1902969","mitotic DNA replication","8/263","16/18842",0.5,35.8212927756654,16.5784733892452,1.51397822518316e-11,4.52061103857508e-10,4.09404392795101e-10,"RAD51/TK1/CDC45/MCM6/BRCA2/MCM2/GMNN/CDT1",8
"GO:0010639","negative regulation of organelle organization","25/263","348/18842",0.0718390804597701,5.14673746776802,9.28965141448146,2.27174373978378e-11,6.68902323380781e-10,6.05784366772817e-10,"NDC80/KNTC1/ZWINT/BIRC5/TTK/FBXO5/TRIP13/AURKB/LPAR1/NUF2/CCNB1/SPC24/PLK1/CENPF/CDC20/TPX2/CHEK1/BUB1/CDCA8/PIF1/SKA1/KNL1/SPC25/SKA3/CCNF",25
"GO:0051225","spindle assembly","16/263","127/18842",0.125984251968504,9.02583754977396,10.7973204636358,2.69663509366735e-11,7.74421324367617e-10,7.01346542236996e-10,"NDC80/BIRC5/AURKB/KIF15/PLK1/NEK2/KIFC1/TPX2/CDCA8/KIF11/SKA1/KIF4A/SPAG5/SKA3/UHRF1/STIL",16
"GO:1903046","meiotic cell cycle process","19/263","192/18842",0.0989583333333333,7.08963086185044,10.0906895651237,2.70316877373602e-11,7.74421324367617e-10,7.01346542236996e-10,"NDC80/CDC25A/ZWINT/RAD51/TTK/FBXO5/TRIP13/TUBG1/NUF2/PKMYT1/RAD54L/NCAPH/CDC20/AURKA/BRCA2/TOP2A/SKA1/KNL1/SKA3",19
"GO:1901989","positive regulation of cell cycle phase transition","15/263","110/18842",0.136363636363636,9.76944348427238,10.9747587757206,3.59635109083142e-11,1.01656857500835e-09,9.20644657623671e-10,"UBE2C/RRM2/CDC25A/BIRC5/FBXO5/CDK1/CCNB1/DLGAP5/PLK1/CDC20/CDC6/SKA1/DTL/SKA3/STIL",15
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","14/263","97/18842",0.144329896907216,10.34016698679,10.9727748290539,7.51409667797795e-11,2.09603749438332e-09,1.89825435177068e-09,"CDC25A/ORC1/FBXO5/AURKB/CDK1/PKMYT1/CCNB1/PLK1/CENPF/AURKA/CDC6/CHEK1/DTL/CLSPN",14
"GO:0044786","cell cycle DNA replication","10/263","40/18842",0.25,17.9106463878327,12.7381647457665,1.38788687127463e-10,3.82119502221066e-09,3.46062515547219e-09,"FEN1/RAD51/FBXO5/TK1/CDC45/MCM6/BRCA2/MCM2/GMNN/CDT1",10
"GO:1901976","regulation of cell cycle checkpoint","11/263","56/18842",0.196428571428571,14.0726507332971,11.6562591472302,2.71784671085091e-10,7.38696798333836e-09,6.68993000284483e-09,"NDC80/ZWINT/RAD51/BIRC5/AURKB/CCNB1/BRCA2/CDCA8/SKA1/KNL1/SKA3",11
"GO:1902749","regulation of cell cycle G2/M phase transition","14/263","110/18842",0.127272727272727,9.11814725198756,10.1596763758305,4.20075803321209e-10,1.12729202916578e-08,1.02092019146342e-08,"CDC25A/ORC1/FBXO5/AURKB/CDK1/PKMYT1/CCNB1/PLK1/CENPF/AURKA/CDC6/CHEK1/DTL/CLSPN",14
"GO:0090231","regulation of spindle checkpoint","9/263","33/18842",0.272727272727273,19.5388869685448,12.6816702066121,5.04928618390677e-10,1.3380608387353e-08,1.21180075111704e-08,"NDC80/ZWINT/BIRC5/AURKB/CCNB1/CDCA8/SKA1/KNL1/SKA3",9
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/263","23/18842",0.347826086956522,24.9191601917672,13.6562121809436,5.299680275823e-10,1.38707681293145e-08,1.25619155355901e-08,"KNTC1/BIRC5/AURKB/CDK1/CCNB1/NEK2/CDCA8/SPAG5",8
"GO:0044771","meiotic cell cycle phase transition","7/263","15/18842",0.466666666666667,33.433206590621,14.9507726808368,5.5759773995833e-10,1.44159415696544e-08,1.30556461383909e-08,"NDC80/CDC25A/ZWINT/TTK/PKMYT1/CDC20/KNL1",7
"GO:0033260","nuclear DNA replication","9/263","36/18842",0.25,17.9106463878327,12.0831989005211,1.18828998670704e-09,3.03515032749267e-08,2.74875202990405e-08,"FEN1/RAD51/TK1/CDC45/MCM6/BRCA2/MCM2/GMNN/CDT1",9
"GO:0006261","DNA-templated DNA replication","16/263","171/18842",0.0935672514619883,6.70339981766838,8.91387962115211,2.36660947876214e-09,5.97287154163778e-08,5.40926840615364e-08,"FEN1/MCM10/ORC1/RAD51/FBXO5/TK1/FAM111B/CDC45/MCM6/POLQ/CDC6/BRCA2/MCM2/DTL/GMNN/CDT1",16
"GO:0006270","DNA replication initiation","9/263","39/18842",0.230769230769231,16.5329043579994,11.5528751572853,2.57880891736046e-09,6.43185282918139e-08,5.82493999065327e-08,"MCM10/ORC1/CDC45/MCM6/CDC6/MCM2/DTL/GMNN/CDT1",9
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","8/263","32/18842",0.25,17.9106463878327,11.390937823781,1.01974699865706e-08,2.48490073235972e-07,2.25042426080635e-07,"NDC80/BIRC5/AURKB/CCNB1/CDCA8/SKA1/KNL1/SKA3",8
"GO:1903504","regulation of mitotic spindle checkpoint","8/263","32/18842",0.25,17.9106463878327,11.390937823781,1.01974699865706e-08,2.48490073235972e-07,2.25042426080635e-07,"NDC80/BIRC5/AURKB/CCNB1/CDCA8/SKA1/KNL1/SKA3",8
"GO:0140694","membraneless organelle assembly","23/263","427/18842",0.053864168618267,3.8589683083855,7.10977895853577,3.65639134193336e-08,8.80857914193036e-07,7.97739722399632e-07,"NDC80/KNTC1/BIRC5/AURKB/KIF15/DLGAP5/PLK1/NEK2/CENPF/KIFC1/TPX2/HJURP/CDCA8/KIF11/SKA1/KIF4A/ANLN/CENPA/SPAG5/SKA3/CENPO/UHRF1/STIL",23
"GO:0090307","mitotic spindle assembly","10/263","74/18842",0.135135135135135,9.68143047990957,8.9025994934474,7.75452162338744e-08,1.84714447658218e-06,1.67284700317486e-06,"BIRC5/AURKB/KIF15/PLK1/KIFC1/TPX2/CDCA8/KIF11/KIF4A/UHRF1",10
"GO:0051445","regulation of meiotic cell cycle","9/263","57/18842",0.157894736842105,11.3119871923154,9.27668638504921,8.79344557702595e-08,2.07134495814389e-06,1.87589181555729e-06,"CDC25A/ZWINT/TTK/FBXO5/TRIP13/PKMYT1/CDC20/KNL1/ASPM",9
"GO:0140013","meiotic nuclear division","14/263","166/18842",0.0843373493975904,6.04214576938934,7.76329680074535,8.99233654749034e-08,2.09491796490984e-06,1.89724046165627e-06,"NDC80/ZWINT/RAD51/TTK/FBXO5/TRIP13/NUF2/RAD54L/NCAPH/BRCA2/TOP2A/SKA1/KNL1/SKA3",14
"GO:0007098","centrosome cycle","13/263","143/18842",0.0909090909090909,6.51296232284825,7.87340395399982,1.08426503753853e-07,2.49852378215401e-06,2.26276183283247e-06,"NDC80/CDK11A/PCLAF/KIF15/CDK1/PLK1/NEK2/AURKA/BRCA2/CHEK1/KIF11/CCNF/STIL",13
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","6/263","18/18842",0.333333333333333,23.8808618504436,11.5550374155402,1.12669546357826e-07,2.54105785402756e-06,2.3012823684855e-06,"UBE2C/DLGAP5/PLK1/CDC20/SKA1/SKA3",6
"GO:0051447","negative regulation of meiotic cell cycle","6/263","18/18842",0.333333333333333,23.8808618504436,11.5550374155402,1.12669546357826e-07,2.54105785402756e-06,2.3012823684855e-06,"ZWINT/TTK/FBXO5/TRIP13/PKMYT1/KNL1",6
"GO:0031570","DNA integrity checkpoint signaling","12/263","122/18842",0.0983606557377049,7.04681169357352,7.97208864323802,1.41791042478276e-07,3.16417905319941e-06,2.86560554074657e-06,"ORC1/E2F1/RAD51/CDC45/CDK1/PLK1/CDC6/BRCA2/CHEK1/DTL/CDT1/CLSPN",12
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","6/263","19/18842",0.315789473684211,22.6239743846308,11.2198378176912,1.62749763036982e-07,3.59405726706668e-06,3.25492023210662e-06,"UBE2C/DLGAP5/PLK1/CDC20/SKA1/SKA3",6
"GO:0031023","microtubule organizing center organization","13/263","155/18842",0.0838709677419355,6.00873298172452,7.4497657629069,2.78650292009569e-07,6.09008885629162e-06,5.51542503657688e-06,"NDC80/CDK11A/PCLAF/KIF15/CDK1/PLK1/NEK2/AURKA/BRCA2/CHEK1/KIF11/CCNF/STIL",13
"GO:0006310","DNA recombination","19/263","338/18842",0.0562130177514793,4.02724593335883,6.68177621743686,3.06355483990074e-07,6.62728189856079e-06,6.00192827564628e-06,"FEN1/RMI2/RAD51/GINS2/RECQL4/TRIP13/CDC45/MCM6/H1-5/PLK1/RAD54L/POLQ/NCAPH/BRCA2/TOP2A/CHEK1/PIF1/MCM2/UHRF1",19
"GO:0000724","double-strand break repair via homologous recombination","14/263","186/18842",0.0752688172043011,5.39245267590662,7.16263760258919,3.67195575240931e-07,7.8631779748563e-06,7.12120458222517e-06,"FEN1/RMI2/RAD51/GINS2/RECQL4/CDC45/MCM6/PLK1/RAD54L/POLQ/BRCA2/CHEK1/MCM2/UHRF1",14
"GO:0051383","kinetochore organization","7/263","34/18842",0.205882352941176,14.7499440840975,9.54745816770715,3.71578865132989e-07,7.87747194081937e-06,7.13414976243602e-06,"KNTC1/NUF2/DLGAP5/CENPF/HJURP/CENPA/CENPO",7
"GO:0000725","recombinational repair","14/263","192/18842",0.0729166666666667,5.22393852978454,6.99918491172206,5.40289284345883e-07,1.13407255724086e-05,1.02706090553e-05,"FEN1/RMI2/RAD51/GINS2/RECQL4/CDC45/MCM6/PLK1/RAD54L/POLQ/BRCA2/CHEK1/MCM2/UHRF1",14
"GO:0051231","spindle elongation","5/263","13/18842",0.384615384615385,27.5548405966657,11.395160035973,5.99103103401746e-07,1.23310541671039e-05,1.11674897502306e-05,"BIRC5/AURKB/CDCA8/KIF11/KIF4A",5
"GO:1901993","regulation of meiotic cell cycle phase transition","5/263","13/18842",0.384615384615385,27.5548405966657,11.395160035973,5.99103103401746e-07,1.23310541671039e-05,1.11674897502306e-05,"CDC25A/ZWINT/TTK/PKMYT1/KNL1",5
"GO:0045132","meiotic chromosome segregation","9/263","71/18842",0.126760563380282,9.08145450650672,8.116965193139,6.14010262163943e-07,1.25163630364188e-05,1.13353127822811e-05,"NDC80/ZWINT/TTK/TRIP13/NUF2/NCAPH/SKA1/KNL1/SKA3",9
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","9/263","72/18842",0.125,8.95532319391635,8.04656681118242,6.93252653300399e-07,1.39971011904462e-05,1.26763277461103e-05,"ORC1/AURKB/CDK1/PKMYT1/PLK1/CDC6/CHEK1/DTL/CLSPN",9
"GO:1902750","negative regulation of cell cycle G2/M phase transition","9/263","74/18842",0.121621621621622,8.71328743191861,7.90979193384362,8.78622265904533e-07,1.75724453180907e-05,1.59143006199571e-05,"ORC1/AURKB/CDK1/PKMYT1/PLK1/CDC6/CHEK1/DTL/CLSPN",9
"GO:0006275","regulation of DNA replication","11/263","123/18842",0.0894308943089431,6.40706049646048,7.15799093259744,1.23386429450501e-06,2.44466570500057e-05,2.21398583068151e-05,"CDC25A/FBXO5/CCNA2/MCM6/CDK1/ESCO2/CDC6/MCM2/DTL/GMNN/CDT1",11
"GO:0000212","meiotic spindle organization","5/263","15/18842",0.333333333333333,23.8808618504436,10.5474172993594,1.36625586936489e-06,2.60942562437259e-05,2.36319892194701e-05,"NDC80/TUBG1/AURKA/SKA1/SKA3",5
"GO:0034501","protein localization to kinetochore","5/263","15/18842",0.333333333333333,23.8808618504436,10.5474172993594,1.36625586936489e-06,2.60942562437259e-05,2.36319892194701e-05,"KNTC1/TTK/AURKB/CDK1/KNL1",5
"GO:0051299","centrosome separation","5/263","15/18842",0.333333333333333,23.8808618504436,10.5474172993594,1.36625586936489e-06,2.60942562437259e-05,2.36319892194701e-05,"KIF15/NEK2/AURKA/CHEK1/KIF11",5
"GO:0090235","regulation of metaphase plate congression","5/263","15/18842",0.333333333333333,23.8808618504436,10.5474172993594,1.36625586936489e-06,2.60942562437259e-05,2.36319892194701e-05,"BIRC5/AURKB/CDK1/CDCA8/SPAG5",5
"GO:0061982","meiosis I cell cycle process","11/263","125/18842",0.088,6.30454752851711,7.07952163043872,1.44861370480223e-06,2.74201879837565e-05,2.48328053796812e-05,"NDC80/CDC25A/ZWINT/RAD51/TRIP13/PKMYT1/RAD54L/CDC20/BRCA2/TOP2A/KNL1",11
"GO:0000281","mitotic cytokinesis","10/263","104/18842",0.0961538461538462,6.88871014916642,7.16463239253082,1.95222759062555e-06,3.65358642643922e-05,3.30883219033208e-05,"BIRC5/AURKB/PLK1/CDCA8/STMN1/KIF4A/ANLN/CENPA/CEP55/KIF20A",10
"GO:1903083","protein localization to condensed chromosome","5/263","16/18842",0.3125,22.3883079847909,10.1830077662893,1.96466439912298e-06,3.65358642643922e-05,3.30883219033208e-05,"KNTC1/TTK/AURKB/CDK1/KNL1",5
"GO:0045840","positive regulation of mitotic nuclear division","7/263","43/18842",0.162790697674419,11.6627464851004,8.32826660070932,1.9995729335058e-06,3.68616923394113e-05,3.33834046787918e-05,"UBE2C/DLGAP5/PLK1/CDC20/AURKA/SKA1/SKA3",7
"GO:0030261","chromosome condensation","7/263","45/18842",0.155555555555556,11.1444021968737,8.10600985244252,2.74968697769794e-06,5.02528999372383e-05,4.55110112536534e-05,"NCAPG/H1-5/CDK1/CCNB1/PLK1/NCAPH/TOP2A",7
"GO:0006302","double-strand break repair","17/263","320/18842",0.053125,3.80601235741445,6.02336679073262,2.81117743492032e-06,5.09375740344536e-05,4.61310791618213e-05,"FEN1/RMI2/RAD51/GINS2/RECQL4/TRIP13/CDC45/MCM6/PLK1/RAD54L/POLQ/CDCA5/BRCA2/CHEK1/MCM2/FOXM1/UHRF1",17
"GO:0051052","regulation of DNA metabolic process","21/263","481/18842",0.0436590436590437,3.12784677043232,5.62449331684296,4.32552974062562e-06,7.77129072044603e-05,7.03798785493669e-05,"RMI2/CDC25A/RAD51/FBXO5/AURKB/CCNA2/MCM6/H1-5/CDK1/PLK1/ESCO2/POLQ/NEK2/CDC6/CHEK1/PIF1/MCM2/FOXM1/DTL/GMNN/CDT1",21
"GO:0030174","regulation of DNA-templated DNA replication initiation","5/263","19/18842",0.263157894736842,18.8533119871923,9.26338800823365,5.05366802284853e-06,9.00317328440243e-05,8.15362936620109e-05,"MCM6/MCM2/DTL/GMNN/CDT1",5
"GO:0051382","kinetochore assembly","6/263","33/18842",0.181818181818182,13.0259246456965,8.22642753823656,5.63861316694457e-06,9.96154992826874e-05,9.02157311230752e-05,"KNTC1/DLGAP5/CENPF/HJURP/CENPA/CENPO",6
"GO:0045835","negative regulation of meiotic nuclear division","4/263","10/18842",0.4,28.6570342205323,10.4082104754562,7.29342053398416e-06,0.000125707736032898,0.000113845891409444,"ZWINT/FBXO5/TRIP13/KNL1",4
"GO:0051307","meiotic chromosome separation","4/263","10/18842",0.4,28.6570342205323,10.4082104754562,7.29342053398416e-06,0.000125707736032898,0.000113845891409444,"ZWINT/TTK/NCAPH/KNL1",4
"GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","4/263","10/18842",0.4,28.6570342205323,10.4082104754562,7.29342053398416e-06,0.000125707736032898,0.000113845891409444,"BIRC5/AURKB/CDK1/CDCA8",4
"GO:0051785","positive regulation of nuclear division","7/263","52/18842",0.134615384615385,9.64419420883299,7.42645372108611,7.45910108868832e-06,0.000127526567000155,0.000115493096580146,"UBE2C/DLGAP5/PLK1/CDC20/AURKA/SKA1/SKA3",7
"GO:0044818","mitotic G2/M transition checkpoint","7/263","53/18842",0.132075471698113,9.46222828036444,7.33988947165299,8.49268106319767e-06,0.000144035870831833,0.000130444574274206,"ORC1/CDK1/PLK1/CDC6/CHEK1/DTL/CLSPN",7
"GO:0090232","positive regulation of spindle checkpoint","5/263","21/18842",0.238095238095238,17.0577584646026,8.75975385363554,8.6440270753185e-06,0.000145439185711708,0.000131715471662619,"NDC80/BIRC5/AURKB/CDCA8/KNL1",5
"GO:2001252","positive regulation of chromosome organization","9/263","98/18842",0.0918367346938776,6.57942112206099,6.58854814635556,9.34995124478605e-06,0.000156077926290917,0.000141350335378539,"FEN1/NCAPG/AURKB/CDK1/NEK2/NCAPH/BUB1/SKA1/SKA3",9
"GO:0071459","protein localization to chromosome, centromeric region","6/263","37/18842",0.162162162162162,11.6177165758915,7.69155240075422,1.12945979092391e-05,0.00018344226942304,0.00016613256545462,"KNTC1/TTK/AURKB/CDK1/KNL1/CENPA",6
"GO:0033313","meiotic cell cycle checkpoint signaling","4/263","11/18842",0.363636363636364,26.051849291393,9.88822005919206,1.1335347780386e-05,0.00018344226942304,0.00016613256545462,"ZWINT/TTK/TRIP13/KNL1",4
"GO:0051256","mitotic spindle midzone assembly","4/263","11/18842",0.363636363636364,26.051849291393,9.88822005919206,1.1335347780386e-05,0.00018344226942304,0.00016613256545462,"BIRC5/AURKB/CDCA8/KIF4A",4
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","4/263","11/18842",0.363636363636364,26.051849291393,9.88822005919206,1.1335347780386e-05,0.00018344226942304,0.00016613256545462,"BIRC5/AURKB/CCNB1/CDCA8",4
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","5/263","23/18842",0.217391304347826,15.5744751198545,8.32103314108503,1.3970840328902e-05,0.000224380162858123,0.000203207538862161,"CDC25A/FBXO5/CDK1/CCNB1/DTL",5
"GO:0061640","cytoskeleton-dependent cytokinesis","10/263","130/18842",0.0769230769230769,5.51096811933314,6.1404473395225,1.45088347648575e-05,0.000231268644372165,0.000209446019827393,"BIRC5/AURKB/PLK1/CDCA8/STMN1/KIF4A/ANLN/CENPA/CEP55/KIF20A",10
"GO:0000022","mitotic spindle elongation","4/263","12/18842",0.333333333333333,23.8808618504436,9.43314529211156,1.68165582911257e-05,0.0002640822487199,0.000239163316114926,"BIRC5/AURKB/CDCA8/KIF4A",4
"GO:0000727","double-strand break repair via break-induced replication","4/263","12/18842",0.333333333333333,23.8808618504436,9.43314529211156,1.68165582911257e-05,0.0002640822487199,0.000239163316114926,"GINS2/CDC45/MCM6/MCM2",4
"GO:0003094","glomerular filtration","5/263","24/18842",0.208333333333333,14.9255386565272,8.12174918685936,1.74470126467781e-05,0.000271968138317424,0.000246305089239785,"IGHA1/F2R/IGHA2/IGKV3-20/JCHAIN",5
"GO:0000910","cytokinesis","12/263","195/18842",0.0615384615384615,4.40877449546651,5.69285043167138,1.9861334067546e-05,0.000307343271702171,0.00027834220740776,"BIRC5/AURKB/PLK1/AURKA/CDC6/CDCA8/STMN1/KIF4A/ANLN/CENPA/CEP55/KIF20A",12
"GO:0007100","mitotic centrosome separation","4/263","13/18842",0.307692307692308,22.0438724773326,9.03030442916391,2.40243161523363e-05,0.000366414030524841,0.000331839019987689,"NEK2/AURKA/CHEK1/KIF11",4
"GO:0051255","spindle midzone assembly","4/263","13/18842",0.307692307692308,22.0438724773326,9.03030442916391,2.40243161523363e-05,0.000366414030524841,0.000331839019987689,"BIRC5/AURKB/CDCA8/KIF4A",4
"GO:0000076","DNA replication checkpoint signaling","5/263","26/18842",0.192307692307692,13.7774202983328,7.7568409060354,2.6391949238947e-05,0.000388548141573386,0.000351884545286289,"ORC1/CDC45/CDC6/CDT1/CLSPN",5
"GO:0007143","female meiotic nuclear division","5/263","26/18842",0.192307692307692,13.7774202983328,7.7568409060354,2.6391949238947e-05,0.000388548141573386,0.000351884545286289,"NDC80/NCAPH/TOP2A/SKA1/SKA3",5
